barangay,household_id,worried_food,unable_eat_healthy,few_kinds_food,skipped_meal,ate_less,ran_out_food,hungry_no_eat,one_day_no_eat
Tandang Sora,TAN-0007,1,2,1,2,2,2,1,1
Tandang Sora,TAN-0008,1,1,2,2,1,1,2,2
Tandang Sora,TAN-0009,1,2,1,2,2,2,2,1
Tandang Sora,TAN-0010,1,2,2,2,1,1,2,1
Tandang Sora,TAN-0011,1,2,1,2,2,2,1,2
Tandang Sora,TAN-0012,2,2,2,1,2,2,2,1
Tandang Sora,TAN-0013,1,1,2,2,1,1,2,1
Tandang Sora,TAN-0014,2,2,2,1,1,2,2,2
Tandang Sora,TAN-0015,1,1,2,1,1,1,1,1
Tandang Sora,TAN-0016,2,2,2,1,2,1,1,2
Tandang Sora,TAN-0017,2,2,1,2,1,1,2,2
Tandang Sora,TAN-0018,2,2,1,2,2,2,1,2
Tandang Sora,TAN-0019,2,2,2,1,2,1,2,2
Tandang Sora,TAN-0020,2,2,2,1,1,1,1,2
Tandang Sora,TAN-0021,2,1,2,1,2,2,1,2
Tandang Sora,TAN-0022,2,1,1,1,2,2,1,1
Tandang Sora,TAN-0023,1,1,1,2,1,1,1,1
Tandang Sora,TAN-0024,1,2,2,2,2,1,2,2
Tandang Sora,TAN-0025,1,2,2,2,2,2,1,1
Tandang Sora,TAN-0026,1,1,2,2,1,1,2,2
Tandang Sora,TAN-0027,2,2,2,1,1,2,2,2
Tandang Sora,TAN-0028,2,1,1,1,2,2,1,2
Tandang Sora,TAN-0029,1,1,1,1,1,2,1,1
Tandang Sora,TAN-0030,1,2,1,2,1,1,2,1
Tandang Sora,TAN-0031,2,2,2,1,2,1,1,1
Tandang Sora,TAN-0032,2,2,2,2,1,1,2,2
Tandang Sora,TAN-0033,1,1,1,1,1,2,2,1
Tandang Sora,TAN-0034,1,2,1,1,2,1,1,2
Tibanban,TIB-0001,1,1,1,2,2,1,2,2
Tibanban,TIB-0002,1,1,2,1,1,2,1,1
Tibanban,TIB-0003,2,1,2,1,1,1,2,1
Tibanban,TIB-0004,1,2,2,2,1,2,1,2
Tibanban,TIB-0005,2,2,1,1,2,2,1,2
Tibanban,TIB-0006,1,1,1,2,2,1,2,1
Tibanban,TIB-0007,1,1,1,2,2,2,1,2
Tibanban,TIB-0008,2,1,2,1,1,1,2,1
Tibanban,TIB-0009,1,2,1,1,2,1,2,1
Tibanban,TIB-0010,1,1,1,2,1,1,1,1
Tibanban,TIB-0011,2,1,1,2,2,1,2,2
Tibanban,TIB-0012,2,1,1,1,1,2,2,1
Tibanban,TIB-0013,1,1,1,1,1,1,1,1
Tibanban,TIB-0014,2,1,1,1,2,1,2,2
Tibanban,TIB-0015,2,1,1,1,1,1,1,1
Tibanban,TIB-0016,2,1,1,1,1,1,2,1
Tibanban,TIB-0017,2,1,2,1,1,2,1,1
Tibanban,TIB-0018,1,1,2,2,1,1,2,1
Tibanban,TIB-0019,1,1,2,2,2,2,1,1
Tibanban,TIB-0020,1,1,1,1,1,1,2,2
Tibanban,TIB-0021,2,2,1,2,2,1,1,2
Tibanban,TIB-0022,1,2,1,2,2,2,2,1
Tibanban,TIB-0023,1,1,2,1,1,1,2,1
Tibanban,TIB-0024,2,2,2,1,1,1,1,1
Tibanban,TIB-0025,1,1,1,2,1,1,1,2
Tibanban,TIB-0026,1,2,1,1,1,2,2,1
Tibanban,TIB-0027,1,1,1,1,2,2,2,1
Tibanban,TIB-0028,2,1,2,1,1,1,1,2
Tibanban,TIB-0029,2,2,1,1,1,1,2,1
Tibanban,TIB-0030,1,1,1,2,2,1,2,1
Tibanban,TIB-0031,2,1,1,2,2,2,2,2
Tibanban,TIB-0032,2,2,1,1,2,2,1,1
Tibanban,TIB-0033,2,1,1,1,2,1,2,1
Tibanban,TIB-0034,1,2,1,2,2,1,2,2
Tibanban,TIB-0035,1,1,2,1,1,2,1,2
Tibanban,TIB-0036,2,1,1,1,2,2,2,1
Tibanban,TIB-0037,2,1,2,2,1,1,2,1
Tibanban,TIB-0038,1,2,2,2,2,1,1,2
Tibanban,TIB-0039,1,1,1,1,2,1,1,2
Tibanban,TIB-0040,2,2,1,1,2,1,2,1
Tibanban,TIB-0041,1,2,1,1,1,1,2,1
Tibanban,TIB-0042,2,2,2,1,1,2,2,2
Tibanban,TIB-0043,1,1,1,1,1,1,2,2
Tibanban,TIB-0044,2,1,2,1,1,1,2,2
Tibanban,TIB-0045,1,2,1,1,1,2,2,2
Tibanban,TIB-0046,1,1,2,1,1,1,2,1
Tibanban,TIB-0047,1,1,1,2,2,1,2,1
Tibanban,TIB-0048,1,1,1,2,2,1,1,2
Tibanban,TIB-0049,1,2,2,1,2,2,2,1
Tibanban,TIB-0050,2,1,1,2,2,2,1,1
Tibanban,TIB-0051,2,1,1,2,1,1,2,2
Tibanban,TIB-0052,2,1,2,1,1,2,2,1
Tibanban,TIB-0053,2,1,2,1,1,1,1,1
Tibanban,TIB-0054,1,2,2,2,1,1,1,2
Tibanban,TIB-0055,2,1,1,1,2,1,1,1
Tibanban,TIB-0056,1,1,2,1,2,2,1,2
Tibanban,TIB-0057,1,1,2,1,2,2,1,1
Tibanban,TIB-0058,1,2,2,2,1,2,1,1
Tibanban,TIB-0059,2,1,2,1,1,1,1,1
Tibanban,TIB-0060,2,2,2,2,2,1,1,2
Tibanban,TIB-0061,2,2,2,2,1,2,2,1
Tibanban,TIB-0062,1,1,2,1,1,2,2,1
Tibanban,TIB-0063,1,2,2,1,1,2,2,1
Tibanban,TIB-0064,2,2,2,2,2,1,1,2
Tibanban,TIB-0065,1,1,2,1,1,1,2,2
Tibanban,TIB-0066,1,1,2,1,2,1,1,1
Tibanban,TIB-0067,2,1,2,2,2,1,2,1
Tibanban,TIB-0068,2,2,2,2,2,2,2,2
Tibanban,TIB-0069,1,2,1,1,2,2,2,2
Tibanban,TIB-0070,2,1,1,2,1,1,2,2
Tibanban,TIB-0071,2,2,1,1,2,1,1,1
Tibanban,TIB-0072,1,1,2,2,2,1,1,2
Tibanban,TIB-0073,2,2,2,1,2,2,1,2
Tibanban,TIB-0074,2,2,2,2,1,1,2,1
Tibanban,TIB-0075,2,2,1,2,1,1,1,1
Tibanban,TIB-0076,2,2,1,1,1,2,1,1
Tibanban,TIB-0077,1,2,1,1,1,1,1,2
Tibanban,TIB-0078,1,2,2,1,1,2,1,1
Tibanban,TIB-0079,1,1,2,2,1,1,2,1
Tibanban,TIB-0080,2,2,1,2,1,1,1,1
Tibanban,TIB-0081,1,2,2,2,2,1,1,2
Tibanban,TIB-0082,1,1,1,1,2,1,1,1
Tibanban,TIB-0083,2,2,1,2,1,2,1,2
Tibanban,TIB-0084,1,1,1,2,2,1,2,2
Tibanban,TIB-0085,1,2,2,2,1,1,2,1
Tibanban,TIB-0086,1,2,1,2,2,2,2,2
Tibanban,TIB-0087,1,1,1,1,2,2,1,2
Tibanban,TIB-0088,2,1,2,1,1,1,1,2
Tibanban,TIB-0089,2,1,1,1,1,1,1,2
Tibanban,TIB-0090,1,1,1,1,1,1,1,2
Tibanban,TIB-0091,2,1,1,2,2,1,2,1
Tibanban,TIB-0092,2,1,1,1,2,1,2,2
Tibanban,TIB-0093,2,1,2,2,2,1,1,1
Tibanban,TIB-0094,2,1,1,2,1,2,1,1
Tibanban,TIB-0095,1,2,2,2,2,1,1,1
Tibanban,TIB-0096,1,2,1,2,1,2,1,2
Tibanban,TIB-0097,2,1,1,1,2,1,1,2
Tibanban,TIB-0098,2,1,1,2,2,1,2,2
Tibanban,TIB-0099,1,1,1,1,1,1,1,2
Tibanban,TIB-0100,1,1,2,2,1,1,2,1
Tibanban,TIB-0101,1,2,2,1,1,2,2,1
Tibanban,TIB-0102,2,2,1,2,2,1,2,2
Tibanban,TIB-0103,1,1,2,1,2,1,2,2
Tibanban,TIB-0104,2,1,2,1,1,2,1,1
Tibanban,TIB-0105,2,1,2,2,2,2,1,2
Tibanban,TIB-0106,1,1,2,1,1,2,2,1
Tibanban,TIB-0107,2,2,2,1,2,1,1,2
Tibanban,TIB-0108,1,2,1,1,2,2,1,2
Tibanban,TIB-0109,1,1,1,2,2,2,1,2
Tibanban,TIB-0110,1,1,1,2,1,1,2,2
Tibanban,TIB-0111,2,2,2,2,2,2,2,2
Tibanban,TIB-0112,2,2,1,2,1,2,2,2
Tibanban,TIB-0113,1,2,1,2,2,2,2,1
Tibanban,TIB-0114,1,1,2,2,1,1,2,1
Tibanban,TIB-0115,2,2,1,1,2,1,1,1
Tibanban,TIB-0116,2,2,1,1,2,2,1,2
Tibanban,TIB-0117,1,1,1,1,1,2,2,1
Tibanban,TIB-0118,2,1,1,1,2,1,1,2
Tibanban,TIB-0119,1,2,1,1,1,1,2,1
Tibanban,TIB-0120,1,1,1,1,1,1,2,2
Tibanban,TIB-0121,2,2,2,2,2,2,1,2
Tibanban,TIB-0122,2,1,1,2,2,1,1,1
Tibanban,TIB-0123,1,2,1,2,2,1,1,1
Tibanban,TIB-0124,1,2,1,2,1,1,1,2
Tibanban,TIB-0125,1,2,2,1,2,1,2,2
Tibanban,TIB-0126,1,2,2,2,1,1,2,2
Tibanban,TIB-0127,2,2,1,2,2,1,1,1
Tibanban,TIB-0128,1,1,2,2,1,2,1,2
Tibanban,TIB-0129,1,1,1,2,1,1,1,1
Tibanban,TIB-0130,2,2,2,2,2,2,1,2
Tibanban,TIB-0131,1,1,2,2,2,1,2,2
Tibanban,TIB-0132,2,1,2,1,2,1,1,1
Tibanban,TIB-0133,2,2,2,1,2,1,2,2
Tibanban,TIB-0134,2,2,1,2,1,2,2,2
Tibanban,TIB-0135,1,1,1,2,2,2,2,2
Tibanban,TIB-0136,2,2,2,2,1,1,1,1
Tibanban,TIB-0137,2,2,1,2,2,1,1,2
Tibanban,TIB-0138,2,1,2,2,2,2,2,1
Tibanban,TIB-0139,1,1,2,1,2,1,2,1
Tibanban,TIB-0140,2,2,1,2,2,1,1,1
Tibanban,TIB-0141,1,2,2,2,1,1,1,2
Tibanban,TIB-0142,2,2,2,1,1,2,2,2
Tibanban,TIB-0143,2,2,1,2,2,2,2,2
Tibanban,TIB-0144,1,1,2,1,2,2,1,2
Tibanban,TIB-0145,1,2,1,2,2,2,2,1
Tibanban,TIB-0146,2,2,2,2,2,1,2,2
Tibanban,TIB-0147,1,1,2,2,2,2,2,2
Tibanban,TIB-0148,1,2,2,1,2,1,1,1
Tibanban,TIB-0149,2,1,1,2,1,1,1,1
Tibanban,TIB-0150,1,2,2,2,1,1,1,1
Tibanban,TIB-0151,2,2,1,2,1,2,1,1
Tibanban,TIB-0152,2,1,2,1,1,1,1,1
Tibanban,TIB-0153,1,1,1,1,1,1,2,1
Tibanban,TIB-0154,1,1,1,1,1,2,1,2
Tibanban,TIB-0155,1,2,2,2,1,1,1,1
Tibanban,TIB-0156,2,2,2,2,1,1,1,2
Tibanban,TIB-0157,1,1,2,1,2,1,1,1
Tibanban,TIB-0158,2,1,2,1,1,2,1,2
Tibanban,TIB-0159,1,2,1,1,1,1,2,2
Tibanban,TIB-0160,2,1,2,2,1,1,2,2
Tibanban,TIB-0161,1,1,1,2,2,2,2,2
Tibanban,TIB-0162,1,1,2,1,2,2,1,2
Tibanban,TIB-0163,1,1,2,1,2,2,2,1
Tibanban,TIB-0164,1,1,1,1,2,2,1,1
Tibanban,TIB-0165,1,1,1,1,2,2,2,1
Tibanban,TIB-0166,2,1,1,1,1,2,2,1
Tibanban,TIB-0167,1,2,2,2,1,2,2,2
Tibanban,TIB-0168,1,2,2,2,1,2,2,1
Tibanban,TIB-0169,1,2,1,1,1,2,2,2
Tibanban,TIB-0170,2,2,1,2,2,1,1,2
Tibanban,TIB-0171,2,1,2,2,1,1,1,2
Tibanban,TIB-0172,1,2,1,1,1,2,2,1
Tibanban,TIB-0173,1,2,2,2,2,2,2,1
Tibanban,TIB-0174,2,2,1,2,2,2,1,2
Tibanban,TIB-0175,1,1,2,2,1,1,2,2
Tibanban,TIB-0176,1,1,1,1,2,2,2,1
Tibanban,TIB-0177,1,2,2,1,2,1,1,2
Tibanban,TIB-0178,2,2,2,1,1,1,2,1
Tibanban,TIB-0179,2,2,2,2,1,1,1,2
Tibanban,TIB-0180,2,1,2,1,2,1,1,2
Tibanban,TIB-0181,2,2,2,1,1,2,1,2
Tibanban,TIB-0182,2,1,1,1,1,2,2,1
Tibanban,TIB-0183,2,1,1,2,2,2,1,2
Tibanban,TIB-0184,1,1,2,2,2,1,2,2
Tibanban,TIB-0185,1,1,2,1,2,2,1,1
Tibanban,TIB-0186,1,1,2,2,1,1,1,1
Tibanban,TIB-0187,2,2,2,1,2,2,2,1
Tibanban,TIB-0188,1,1,1,1,2,2,1,1
Tibanban,TIB-0189,1,1,2,1,1,1,2,2
Tibanban,TIB-0190,1,1,2,1,2,1,2,2
Tibanban,TIB-0191,2,2,2,2,2,1,2,2
Tibanban,TIB-0192,2,2,2,2,1,1,2,1
Tibanban,TIB-0193,2,2,1,1,1,1,2,2
Tibanban,TIB-0194,1,1,1,1,1,2,1,2
Tibanban,TIB-0195,1,1,2,1,2,1,1,2
Tibanban,TIB-0196,2,2,2,1,1,2,2,1
Tibanban,TIB-0197,2,1,2,2,2,1,1,1
Tibanban,TIB-0198,1,2,2,1,1,1,1,1
Tibanban,TIB-0199,2,1,2,1,1,1,2,2
Tibanban,TIB-0200,2,1,1,1,1,2,1,1
Tibanban,TIB-0201,2,2,2,2,1,1,1,1
Tibanban,TIB-0202,2,2,2,1,1,2,2,2
Tibanban,TIB-0203,1,1,2,1,1,1,1,2
Tibanban,TIB-0204,1,1,1,2,1,1,2,2
Tibanban,TIB-0205,1,2,1,2,2,1,2,2
Tibanban,TIB-0206,2,2,2,2,2,1,2,2
Tibanban,TIB-0207,1,1,1,1,1,1,2,2
Tibanban,TIB-0208,1,2,1,2,2,1,2,1
Tibanban,TIB-0209,1,2,1,2,2,1,1,2
Tibanban,TIB-0210,1,2,2,1,2,2,1,2
Tibanban,TIB-0211,1,2,1,2,2,2,1,2
Tibanban,TIB-0212,1,2,2,1,1,2,1,2
Tibanban,TIB-0213,2,1,2,1,1,1,2,2
Tibanban,TIB-0214,2,1,2,1,1,1,1,1
Tibanban,TIB-0215,1,1,2,1,1,1,1,2
Tibanban,TIB-0216,2,1,2,1,2,2,1,1
Tibanban,TIB-0217,1,2,1,1,1,2,1,2
Tiblawan,TIB-0001,1,1,2,1,2,2,1,2
Tiblawan,TIB-0002,1,1,1,2,2,1,1,2
Tiblawan,TIB-0003,1,1,1,2,2,2,1,2
Tiblawan,TIB-0004,2,2,1,2,1,2,1,1
Tiblawan,TIB-0005,2,2,2,2,2,1,1,1
Tiblawan,TIB-0006,2,1,2,1,1,2,2,2
Tiblawan,TIB-0007,2,2,2,1,1,2,1,1
Tiblawan,TIB-0008,2,2,1,2,2,2,2,1
Tiblawan,TIB-0009,2,1,2,2,2,1,2,2
Tiblawan,TIB-0010,2,1,1,1,2,1,1,2
Tiblawan,TIB-0011,2,2,2,2,2,1,1,2
Tiblawan,TIB-0012,1,1,2,1,1,2,1,2
Tiblawan,TIB-0013,1,2,1,2,2,1,1,1
Tiblawan,TIB-0014,1,2,1,1,2,1,2,2
Tiblawan,TIB-0015,1,1,1,2,2,2,2,1
Tiblawan,TIB-0016,1,1,1,1,2,2,1,1
Tiblawan,TIB-0017,2,2,2,1,2,1,1,1
Tiblawan,TIB-0018,2,2,2,1,1,2,2,1
Tiblawan,TIB-0019,2,2,2,2,2,1,1,1
Tiblawan,TIB-0020,1,2,2,2,1,2,2,1
Tiblawan,TIB-0021,2,2,1,1,2,1,2,1
Tiblawan,TIB-0022,2,1,1,1,1,1,1,1
Tiblawan,TIB-0023,1,1,2,1,1,2,1,1
Tiblawan,TIB-0024,1,1,1,2,1,1,2,1
Tiblawan,TIB-0025,2,2,2,2,1,2,2,1
Tiblawan,TIB-0026,2,1,1,1,1,2,2,1
Tiblawan,TIB-0027,1,2,1,1,1,1,1,1
Tiblawan,TIB-0028,1,1,1,2,1,1,1,2
Tiblawan,TIB-0029,1,2,2,1,2,1,1,1
Tiblawan,TIB-0030,2,2,1,1,2,2,2,2
Tiblawan,TIB-0031,1,2,1,2,2,2,2,2
Tiblawan,TIB-0032,2,1,1,2,1,2,1,1
Tiblawan,TIB-0033,1,2,1,2,2,2,2,2
Tiblawan,TIB-0034,2,2,2,2,1,2,2,1
Tiblawan,TIB-0035,2,1,1,1,2,1,1,1
Tiblawan,TIB-0036,1,2,2,2,2,2,1,1
Tiblawan,TIB-0037,1,1,2,2,1,2,1,1
Tiblawan,TIB-0038,1,1,1,2,2,2,1,2
Tiblawan,TIB-0039,2,1,2,1,2,1,1,1
Tiblawan,TIB-0040,1,1,2,1,1,2,1,1
Tiblawan,TIB-0041,2,2,2,1,2,1,2,1
Tiblawan,TIB-0042,2,1,2,1,1,1,1,1
Tiblawan,TIB-0043,1,1,2,1,2,2,2,2
Tiblawan,TIB-0044,2,1,2,2,2,1,1,1
Tiblawan,TIB-0045,1,2,2,1,2,1,1,1
Tiblawan,TIB-0046,2,1,1,1,1,1,2,1
Tiblawan,TIB-0047,2,2,1,1,2,1,1,1
Tiblawan,TIB-0048,1,1,1,1,2,1,1,1
Tiblawan,TIB-0049,1,1,2,2,2,1,1,1
Tiblawan,TIB-0050,2,1,2,1,2,1,2,1
Tiblawan,TIB-0051,2,2,2,2,2,1,1,1
Tiblawan,TIB-0052,2,1,2,1,1,2,1,2
Tiblawan,TIB-0053,1,1,1,2,1,2,2,1
Tiblawan,TIB-0054,1,2,1,2,1,2,1,1
Tiblawan,TIB-0055,2,2,1,2,2,1,2,1
Tiblawan,TIB-0056,2,1,2,2,2,1,2,1
Tiblawan,TIB-0057,2,2,1,2,2,2,2,2
Tiblawan,TIB-0058,2,2,2,2,2,2,1,2
Tiblawan,TIB-0059,1,1,1,2,1,1,2,1
Tiblawan,TIB-0060,2,2,1,2,2,1,1,1
Tiblawan,TIB-0061,2,1,1,1,2,2,1,2
Tiblawan,TIB-0062,2,2,1,1,1,1,1,2
Tiblawan,TIB-0063,1,1,1,2,2,1,2,2
Tiblawan,TIB-0064,1,1,1,1,2,2,1,2
Tiblawan,TIB-0065,1,1,1,2,2,2,2,1
Tiblawan,TIB-0066,1,1,2,1,2,2,1,1
Tiblawan,TIB-0067,2,2,2,2,1,2,2,1
Tiblawan,TIB-0068,2,2,1,2,1,2,2,1
Tiblawan,TIB-0069,2,1,2,2,1,2,1,1
Tiblawan,TIB-0070,1,1,1,1,2,2,2,1
Tiblawan,TIB-0071,1,2,2,1,1,1,2,2
Tiblawan,TIB-0072,2,1,2,2,1,2,2,1
Tiblawan,TIB-0073,2,2,1,2,2,1,2,2
Tiblawan,TIB-0074,2,2,1,2,1,2,1,1
Tiblawan,TIB-0075,1,2,2,2,1,1,1,1
Tiblawan,TIB-0076,2,1,1,1,2,2,2,2
Tiblawan,TIB-0077,1,1,2,2,2,1,2,2
Tiblawan,TIB-0078,1,1,2,1,1,1,1,1
Tiblawan,TIB-0079,2,2,2,1,2,1,2,2
Tiblawan,TIB-0080,1,2,1,2,1,2,2,1
Tiblawan,TIB-0081,1,2,2,1,1,1,1,2
Tiblawan,TIB-0082,2,2,1,1,1,1,1,1
Tiblawan,TIB-0083,1,1,2,1,1,1,1,1
Tiblawan,TIB-0084,1,1,2,1,1,1,2,1
Tiblawan,TIB-0085,2,2,2,2,1,2,1,2
Tiblawan,TIB-0086,2,1,2,2,1,2,2,2
Tiblawan,TIB-0087,2,1,1,1,1,1,1,2
Tiblawan,TIB-0088,2,2,1,1,2,1,1,2
Tiblawan,TIB-0089,2,1,2,1,1,1,1,2
Tiblawan,TIB-0090,1,2,2,2,2,1,2,1
Tiblawan,TIB-0091,2,2,1,2,2,1,1,2
Tiblawan,TIB-0092,2,1,1,2,2,1,1,1
Tiblawan,TIB-0093,2,2,2,1,2,1,1,2
Tiblawan,TIB-0094,2,2,2,1,1,2,2,2
Tiblawan,TIB-0095,2,1,2,1,2,1,2,1
Tiblawan,TIB-0096,2,1,1,2,1,1,2,1
Tiblawan,TIB-0097,2,1,2,2,2,2,2,2
Tiblawan,TIB-0098,2,2,1,2,1,1,1,1
Tiblawan,TIB-0099,1,1,2,2,2,2,2,2
Upper Tibanban,UPP-0001,2,1,2,1,1,1,1,2
Upper Tibanban,UPP-0002,1,2,2,2,2,2,1,2
Upper Tibanban,UPP-0003,1,2,2,2,1,1,2,1
Upper Tibanban,UPP-0004,2,2,1,1,2,1,2,2
Upper Tibanban,UPP-0005,2,2,1,2,1,2,1,2
Upper Tibanban,UPP-0006,1,1,1,2,1,1,1,2
Upper Tibanban,UPP-0007,1,2,2,1,2,1,2,2
Upper Tibanban,UPP-0008,2,1,1,1,1,1,1,1
Upper Tibanban,UPP-0009,1,2,2,2,1,2,2,2
Upper Tibanban,UPP-0010,1,2,1,2,2,1,2,1
Upper Tibanban,UPP-0011,2,2,1,1,1,1,2,1
Upper Tibanban,UPP-0012,2,2,2,2,1,1,1,2
Upper Tibanban,UPP-0013,2,1,1,2,2,2,2,2
Upper Tibanban,UPP-0014,1,2,2,2,2,2,1,1
Upper Tibanban,UPP-0015,2,2,2,2,1,2,1,1
Upper Tibanban,UPP-0016,1,1,2,1,1,2,2,1
Upper Tibanban,UPP-0017,2,2,2,1,1,1,2,2
Upper Tibanban,UPP-0018,2,2,2,2,2,2,1,1
Upper Tibanban,UPP-0019,2,2,2,1,1,1,2,2
Upper Tibanban,UPP-0020,1,1,2,2,2,2,1,1
Upper Tibanban,UPP-0021,2,2,1,2,1,2,2,1
Upper Tibanban,UPP-0022,1,2,2,1,1,1,2,2
Upper Tibanban,UPP-0023,2,1,2,2,2,2,1,2
Upper Tibanban,UPP-0024,2,2,1,1,1,2,1,2
Upper Tibanban,UPP-0025,1,1,1,1,2,1,1,1
Upper Tibanban,UPP-0026,1,1,1,1,1,1,1,2
Upper Tibanban,UPP-0027,2,1,1,1,2,2,2,1
Upper Tibanban,UPP-0028,1,2,1,2,1,1,2,2
Upper Tibanban,UPP-0029,1,2,1,2,1,2,1,1
Upper Tibanban,UPP-0030,1,1,2,1,2,2,1,2
Upper Tibanban,UPP-0031,1,2,2,2,1,1,2,2
Upper Tibanban,UPP-0032,1,2,2,2,1,1,2,2
Crispin Dela Cruz,CRI-0001,2,1,2,1,1,1,2,1
Crispin Dela Cruz,CRI-0002,2,2,1,1,1,2,2,1
Crispin Dela Cruz,CRI-0003,2,2,1,1,2,1,1,2
Crispin Dela Cruz,CRI-0004,1,2,2,1,1,2,2,1
Crispin Dela Cruz,CRI-0005,1,1,1,1,1,1,1,1
Crispin Dela Cruz,CRI-0006,1,1,2,1,2,2,1,1
Crispin Dela Cruz,CRI-0007,1,1,1,2,2,2,1,1
Crispin Dela Cruz,CRI-0008,2,2,1,1,2,2,2,2
Crispin Dela Cruz,CRI-0009,1,2,1,2,2,2,1,2
Crispin Dela Cruz,CRI-0010,2,1,1,2,1,1,2,1
Crispin Dela Cruz,CRI-0011,2,2,1,1,1,1,1,2
Crispin Dela Cruz,CRI-0012,1,1,1,1,1,1,2,2
Crispin Dela Cruz,CRI-0013,2,1,2,2,2,1,2,2
Crispin Dela Cruz,CRI-0014,1,2,1,1,2,1,2,1
Crispin Dela Cruz,CRI-0015,1,2,1,1,2,1,1,2
Crispin Dela Cruz,CRI-0016,2,1,2,2,2,2,2,2
Crispin Dela Cruz,CRI-0017,2,1,1,2,1,1,1,2
Crispin Dela Cruz,CRI-0018,2,2,2,2,2,2,1,2
Crispin Dela Cruz,CRI-0019,2,1,2,1,2,1,1,2
Crispin Dela Cruz,CRI-0020,2,1,1,2,1,1,1,1
Crispin Dela Cruz,CRI-0021,2,2,1,1,1,1,1,2
Crispin Dela Cruz,CRI-0022,1,1,2,2,2,1,1,1
Crispin Dela Cruz,CRI-0023,2,2,1,2,1,2,2,1
Crispin Dela Cruz,CRI-0024,2,1,2,1,1,2,1,2
Crispin Dela Cruz,CRI-0025,2,1,2,2,2,1,2,1
Crispin Dela Cruz,CRI-0026,2,2,1,1,1,1,1,2
Crispin Dela Cruz,CRI-0027,1,2,2,2,2,2,1,1
Crispin Dela Cruz,CRI-0028,2,2,2,2,2,2,2,1
Crispin Dela Cruz,CRI-0029,2,2,2,1,2,2,1,2
Crispin Dela Cruz,CRI-0030,1,2,2,2,2,1,1,2
Crispin Dela Cruz,CRI-0031,2,2,2,2,1,1,1,1
Crispin Dela Cruz,CRI-0032,1,2,1,2,1,2,2,2
Crispin Dela Cruz,CRI-0033,2,1,1,1,1,1,1,2
Crispin Dela Cruz,CRI-0034,1,2,1,1,2,1,1,2
Crispin Dela Cruz,CRI-0035,2,1,2,2,1,1,2,1
Crispin Dela Cruz,CRI-0036,1,1,1,1,1,2,2,2
Crispin Dela Cruz,CRI-0037,1,2,1,2,1,2,1,1
Crispin Dela Cruz,CRI-0038,2,2,2,1,2,2,2,1
Crispin Dela Cruz,CRI-0039,1,1,1,2,1,2,2,1
Crispin Dela Cruz,CRI-0040,2,1,2,1,1,1,2,1
Crispin Dela Cruz,CRI-0041,2,1,2,1,1,1,1,2
Crispin Dela Cruz,CRI-0042,2,2,2,2,2,2,1,2
Crispin Dela Cruz,CRI-0043,2,2,1,1,2,2,1,1
Crispin Dela Cruz,CRI-0044,2,1,1,2,1,1,2,2
Crispin Dela Cruz,CRI-0045,1,2,2,2,2,2,1,1
Crispin Dela Cruz,CRI-0046,2,1,1,1,1,2,2,2
Crispin Dela Cruz,CRI-0047,1,1,2,1,1,1,1,2
Crispin Dela Cruz,CRI-0048,2,1,2,2,1,2,2,2
Crispin Dela Cruz,CRI-0049,2,2,2,2,1,2,2,1
Crispin Dela Cruz,CRI-0050,1,1,2,1,1,1,2,2
